t_h,C_central_ng_mL
0.0,0.0
0.12060301507537688,0.9963336625933598
0.24120603015075376,1.9258196040595748
0.36180904522613067,2.7924437830890683
0.4824120603015075,3.599958257245711
0.6030150753768844,4.3518948810916696
0.7236180904522613,5.051578195724327
0.8442211055276382,5.702137565085979
0.964824120603015,6.306518604256615
1.085427135678392,6.867493938185111
1.2060301507537687,7.387673329593026
1.3266331658291457,7.869513211118628
1.4472361809045227,8.315325661752805
1.5678391959798994,8.727286879632011
1.6884422110552764,9.107445130554554
1.809045226130653,9.457728204788431
1.92964824120603,9.779950497490445
2.050251256281407,10.075819710281033
2.170854271356784,10.34694298355148
2.2914572864321605,10.594832836304088
2.4120603015075375,10.820912796960302
2.5326633165829144,11.026522444786826
2.6532663316582914,11.212922452716978
2.7738693467336684,11.38129921886302
2.8944723618090453,11.532769077491626
3.015075376884422,11.668382604925112
3.135678391959799,11.789128300653706
3.2562814070351758,11.895936292574687
3.3768844221105527,11.989681818309274
3.4974874371859297,12.071188284705006
3.618090452261306,12.141230497420034
3.738693467336683,12.200537345083509
3.85929648241206,12.249794577003328
3.979899497487437,12.289647345268571
4.100502512562814,12.320702487263523
4.221105527638191,12.343530917879601
4.341708542713568,12.358669585018372
4.4623115577889445,12.36662357510976
4.582914572864321,12.367867933157838
4.703517587939698,12.362849403993014
4.824120603015075,12.351988169298515
4.944723618090452,12.335679299256322
5.065326633165829,12.314294333162586
5.185929648241205,12.288182579001818
5.306532663316583,12.257672456101256
5.427135678391959,12.223072733026468
5.547738693467337,12.184673629714972
5.668341708542713,12.14274798136214
5.788944723618091,12.097552182081614
5.909547738693467,12.049327211703837
6.030150753768844,11.998299510739935
6.150753768844221,11.944681832047639
6.271356783919598,11.888674077400978
6.391959798994975,11.83046400350355
6.5125628140703515,11.77022799023589
6.633165829145728,11.708131664645041
6.7537688442211055,11.644330560294312
6.874371859296482,11.57897070866292
6.994974874371859,11.512189180300076
7.115577889447236,11.444114645208964
7.236180904522612,11.374867830467105
7.35678391959799,11.304562021348257
7.477386934673366,11.233303479119979
7.597989949748744,11.161191861019121
7.71859296482412,11.088320619692736
7.839195979899497,11.01477734893467
7.959798994974874,10.940644155445318
8.080402010050252,10.865997958872164
8.201005025125628,10.790910815731564
8.321608040201005,10.715450200735319
8.442211055276381,10.639679273720587
8.562814070351758,10.563657148016521
8.683417085427136,10.487439113256677
8.804020100502512,10.411076879231778
8.924623115577889,10.334618775370808
9.045226130653266,10.258109957955414
9.165829145728642,10.181592600063418
9.28643216080402,10.1051060615532
9.407035175879397,10.028687067971553
9.527638190954773,9.95236985555363
9.64824120603015,9.876186329656289
9.768844221105526,9.80016619852749
9.889447236180905,9.724337105111962
10.010050251256281,9.648724754978204
10.130653266331658,9.573353025203446
10.251256281407034,9.498244082475171
10.37185929648241,9.423418478550031
10.492462311557789,9.348895252226884
10.613065326633166,9.27469201941824
10.733668341708542,9.200825056906524
10.854271356783919,9.127309387963649
10.974874371859295,9.054158852693014
11.095477386934673,8.98138618514833
11.21608040201005,8.90900307693012
11.336683417085426,8.837020242206988
11.457286432160803,8.76544747840236
11.577889447236181,8.694293719560898
11.698492462311558,8.62356709317197
11.819095477386934,8.553274966017753
11.93969849246231,8.48342399408362
12.060301507537687,8.414020165170946
12.180904522613066,8.345068840179925
12.301507537688442,8.276574793817202
12.422110552763819,8.208542248806499
12.542713567839195,8.140974913194402
12.663316582914572,8.073876010577546
12.78391959798995,8.007248312070221
12.904522613065327,7.941094164923348
13.025125628140703,7.875415518721753
13.14572864321608,7.810213952481193
13.266331658291456,7.745490696741731
13.386934673366834,7.6812466578016
13.507537688442211,7.617482437810909
13.628140703517587,7.554198355080447
13.748743718592964,7.491394463257588
13.86934673366834,7.429070567990991
13.989949748743719,7.367226244795812
14.110552763819095,7.305860853419173
14.231155778894472,7.244973553440194
14.351758793969848,7.184563317654619
14.472361809045225,7.124628944925417
14.592964824120603,7.06516907294242
14.71356783919598,7.006182188868185
14.834170854271356,6.947666640979622
14.954773869346733,6.889620648080508
15.07537688442211,6.832042309436304
15.195979899497488,6.774929613675125
15.316582914572864,6.718280446905082
15.43718592964824,6.662092601120516
15.557788944723617,6.6063637810257365
15.678391959798994,6.551091611537556
15.798994974874372,6.496273643963416
15.919597989949748,6.441907362276477
16.040201005025125,6.3879901889922
16.160804020100503,6.334519490291216
16.281407035175878,6.281492581492253
16.402010050251256,6.228906731425672
16.52261306532663,6.1767591672202045
16.64321608040201,6.125047078334475
16.763819095477388,6.07376762049669
16.884422110552762,6.022917919536439
17.00502512562814,5.9724950746098795
17.125628140703515,5.922496161713491
17.246231155778894,5.872918236474901
17.366834170854272,5.823758337172679
17.487437185929647,5.77501348733365
17.608040201005025,5.726680698190694
17.7286432160804,5.678756971137992
17.849246231155778,5.63123929974679
17.969849246231156,5.584124671986137
18.09045226130653,5.537410071978943
18.21105527638191,5.491092481884966
18.331658291457284,5.445168883536529
18.452261306532662,5.399636259958059
18.57286432160804,5.354491596901321
18.693467336683415,5.309731884086029
18.814070351758794,5.265354116576017
18.93467336683417,5.221355295853327
19.055276381909547,5.177732430976265
19.175879396984925,5.1344825395709295
19.2964824120603,5.0916026487576715
19.417085427135678,5.049089796075006
19.537688442211053,5.006941030223706
19.65829145728643,4.965153411892985
19.77889447236181,4.9237240143875605
19.899497487437184,4.882649924323427
20.020100502512562,4.8419282421910514
20.140703517587937,4.801556082908229
20.261306532663315,4.761530576338092
20.381909547738694,4.721848867719988
20.50251256281407,4.682508118132945
20.623115577889447,4.643505504839225
20.74371859296482,4.604838221678139
20.8643216080402,4.5665034793529085
20.984924623115578,4.5284985057457465
21.105527638190953,4.490820546168017
21.22613065326633,4.453466863598547
21.346733668341706,4.416434738902491
21.467336683417084,4.3797214710060794
21.587939698492463,4.343324377081301
21.708542713567837,4.307240792672449
21.829145728643216,4.271468071843351
21.94974874371859,4.236003587268108
22.07035175879397,4.200844730340087
22.190954773869347,4.1659889112354485
22.31155778894472,4.131433558985791
22.4321608040201,4.0971761215192455
22.552763819095475,4.063214065701219
22.673366834170853,4.029544877354949
22.79396984924623,3.9961660612759227
22.914572864321606,3.963075141232726
23.035175879396984,3.9302696599602447
23.155778894472363,3.89774717914176
23.276381909547737,3.8655052793850886
23.396984924623116,3.833541560187157
23.51758793969849,3.801853639896341
23.63819095477387,3.7704391556610406
23.758793969849247,3.739295763380703
23.87939698492462,3.7084211376404292
24.0,3.6778129716509067
24.0,3.6778129716509067
24.12060301507538,4.643802643744218
24.241206030150753,5.543206488349032
24.36180904522613,6.380008235749012
24.482412060301506,7.15795769496195
24.603015075376884,7.880584474693206
24.723618090452263,8.551210977034964
24.844221105527637,9.172964377375393
24.964824120603016,9.748788067675314
25.08542713567839,10.281452605800885
25.20603015075377,10.773565611680986
25.326633165829147,11.227581348199076
25.44723618090452,11.645809914802093
25.5678391959799,12.030425359335478
25.688442211055275,12.38347387586846
25.809045226130653,12.706881299186774
25.92964824120603,13.002459924319677
26.050251256281406,13.271915495169129
26.170854271356784,13.516853144358986
26.29145728643216,13.738783426217928
26.412060301507537,13.93912792818451
26.532663316582916,14.11922424665536
26.65326633165829,14.280331213962965
26.77386934673367,14.423633238780077
26.894472361809044,14.550244822389315
27.015075376884422,14.661214659431323
27.1356783919598,14.7575293501945
27.256281407035175,14.840117267569191
27.376884422110553,14.909851728307844
27.49748743718593,14.96755440529652
27.618090452261306,15.013998272686715
27.738693467336685,15.04991043106947
27.85929648241206,15.075974918389285
27.979899497487438,15.092835064183706
28.100502512562812,15.101096048591348
28.22110552763819,15.101327009627722
28.34170854271357,15.094063216716494
28.462311557788944,15.079808078010112
28.582914572864322,15.059034924867744
28.7035175879397,15.032188897908163
28.824120603015075,14.999688476752489
28.944723618090453,14.961927141642402
29.065326633165828,14.919274794108867
29.185929648241206,14.872079133707992
29.30653266331658,14.820667015970042
29.42713567839196,14.765345595136637
29.547738693467338,14.706403568603333
29.668341708542712,14.644112189824178
29.78894472361809,14.578726333894641
29.90954773869347,14.5104854588211
30.030150753768844,14.439614479917521
30.150753768844222,14.366324679323748
30.271356783919597,14.29081444728238
30.391959798994975,14.21327009318914
30.51256281407035,14.133866524628168
30.633165829145728,14.052767925550587
30.753768844221106,13.970128405659114
30.87437185929648,13.886092559358929
30.99497487437186,13.800796068592634
31.115577889447238,13.714366189673756
31.236180904522612,13.626922276924628
31.35678391959799,13.538576240321513
31.477386934673365,13.449432976490431
31.597989949748744,13.35959080481062
31.71859296482412,13.269141828070264
31.839195979899497,13.17817232745393
31.959798994974875,13.086763086778092
32.08040201005025,12.994989727133646
32.201005025125625,12.902923015997565
32.321608040201006,12.810629141858435
32.44221105527638,12.718170004727524
32.562814070351756,12.625603451195373
32.68341708542714,12.532983530835569
32.80402010050251,12.44036071388139
32.92462311557789,12.347782104033415
33.04522613065326,12.255291646610889
33.165829145728644,12.162930304693598
33.28643216080402,12.070736250668068
33.4070351758794,11.978745021348423
33.527638190954775,11.886989682789228
33.64824120603015,11.795500977011379
33.768844221105525,11.704307457283868
33.88944723618091,11.61343562736813
34.01005025125628,11.52291005550993
34.130653266331656,11.4327534993937
34.25125628140704,11.34298700969575
34.37185929648241,11.25363003510715
34.49246231155779,11.164700521244157
34.61306532663316,11.076214996945374
34.733668341708544,10.988188666618884
34.85427135678392,10.900635484716565
34.97487437185929,10.813568236531285
35.095477386934675,10.726998607703496
35.21608040201005,10.640937250910898
35.336683417085425,10.555393852227683
35.4572864321608,10.470377186556254
35.57788944723618,10.385895178196796
35.698492462311556,10.30195495011243
35.81909547738694,10.218562875620062
35.93969849246231,10.135724625158037
36.06030150753769,10.05344520864626
36.18090452261306,9.97172901966046
36.301507537688444,9.890579871329448
36.42211055276382,9.810001035655848
36.54271356783919,9.729995276372469
36.663316582914575,9.650564881771324
36.78391959798995,9.571711696089865
36.904522613065325,9.493437146514605
37.0251256281407,9.415742272299486
37.14572864321608,9.338627748209507
37.266331658291456,9.262093909809673
37.38693467336684,9.186140775434557
37.50753768844221,9.110768066974599
37.62814070351759,9.035975230794135
