C_ng_mL,delta_plus_day
0.1,0.003999333444425929
0.10595601792776159,0.004237492404075239
0.11226677735108136,0.004489830995948644
0.11895340673703195,0.004757193128932624
0.12603829296797275,0.005040472897719276
0.13354515629298988,0.005340617562374482
0.1414991297434576,0.005658630704204663
0.14992684327860456,0.005995575568279865
0.15885651294280528,0.00635257860357028
0.16831803533309567,0.006730833212286416
0.17834308769319093,0.007131603720681386
0.18896523396912096,0.007556229584279308
0.20022003718155845,0.008006129841238182
0.21214517849106299,0.008482807828341106
0.22478058335487253,0.008987856174938046
0.23816855519761582,0.009522962091033928
0.2523539170434766,0.010089912966639466
0.26738416158399464,0.010690602300471553
0.2833096101839324,0.01132703597711194
0.3001835813575589,0.012001338912809134
0.318062569279412,0.012715762091241338
0.3370064329271929,0.013472690011749725
0.35707859649004636,0.014274648573804984
0.378346261713193,0.015124313422786903
0.40088063288984654,0.016024518783541025
0.42475715525368996,0.016978266809628936
0.4500557675700499,0.017988737477713415
0.47686116977144705,0.01905929905811808
0.5052631065335681,0.02019351919427615
0.5353566677410726,0.02139517662553627
0.5672426068491979,0.022668273589628335
0.6010276782070383,0.024017048943008865
0.6368249944718588,0.025445992039308078
0.6747544053110694,0.026959857408188223
0.7149428986597579,0.02856368027909844
0.7575250258771914,0.030262792996674455
0.8026433522257176,0.03206284237688326
0.8504489341802679,0.03396980805545227
0.9011018251665021,0.035990021882649686
0.9547716114208059,0.038130188421094585
1.0116379797662076,0.04039740660597054
1.071891319205128,0.04279919262979035
1.1357333583431057,0.04534350411670837
1.20337784077759,0.048038765654292465
1.2750512407130135,0.05089389575364486
1.3509935211980273,0.053918335311787746
1.4314589375234792,0.057122077653294634
1.5167168884709232,0.06051570023123965
1.6070528182616393,0.06411039807063343
1.7027691722259004,0.06791801904060103
1.8041864093920728,0.07195110104460711
1.9116440753857027,0.07622291122102093
2.0255019392306677,0.08074748724920791
2.146141197858405,0.08553968085909724
2.273965752357929,0.09061520364476526
2.4094035602395256,0.09599067528494545
2.552908068239518,0.10168367427547058
2.704959730463136,0.10771279128040996
2.8660676169482517,0.11409768521001477
3.036771118035459,0.12085914213444435
3.217641750250737,0.12801913714252802
3.409285069746813,0.13560089925441862
3.612342699709432,0.14362897949579667
3.827494478516313,0.15212932223916778
4.05546073584083,0.16112933991460715
4.297004704320842,0.17065799118789313
4.55293507486695,0.18074586269815218
4.824108704165371,0.1914252544397153
5.111433483440168,0.20273026886364595
5.415871378079474,0.21469690376309092
5.738441648302396,0.22736314899297838
6.080224261649424,0.24076908705833158
6.442363508721374,0.2549569975862832
6.82607183427239,0.2699714656744001
7.232633896483537,0.28585949408179545
7.663410868007459,0.3026706191993009
8.119844993184014,0.3204570307002571
8.603464416684504,0.33927369473378155
9.115888299750823,0.3591784804771924
9.658832241158704,0.3802322898130549
10.234114021054538,0.40249918983853217
10.843659686896109,0.42604654784974516
11.489510001873098,0.45094516837109716
12.17382727739662,0.47726943171833114
12.898902612533094,0.5050974334938609
13.667163564620074,0.5345111243129789
14.481182276745345,0.5655964489492895
15.343684089300131,0.5984434839665341
16.25755666443795,0.6331465727713108
17.225859653987875,0.6698044568765629
18.251834943190442,0.7085204020087079
19.33891750455232,0.7494023175216405
20.49074689815848,0.7925628673984388
21.711179456945054,0.8381195709265293
23.00430119772919,0.8861948909246359
24.37444150122222,0.9369163071806936
25.826187606826775,0.9904163725300159
27.36439997074672,1.046832748763788
28.994228538828782,1.1063082193113227
30.72112998861759,1.1689906753879136
32.5508859983506,1.235033072046715
34.489622604057594,1.304593350321706
36.54383070957258,1.377834321404181
38.72038781812557,1.4549235085629162
41.026581058271944,1.5360329423048045
43.470131581250264,1.621338904085981
46.059220411451086,1.7110216137319803
48.80251583654434,1.805264855619248
51.70920242896761,1.9042555386203655
54.78901179593945,2.008183184833801
58.05225516094902,2.1172393422191202
61.50985788580504,2.231616916454419
65.17339604882427,2.351509417639084
69.0551352016233,2.4771101178971087
73.168071434272,2.60861111650924
77.52597488629465,2.746202309931113
82.1434358491943,2.890070264953048
87.03591361485165,3.0403969943373927
92.21978823334331,3.1973586355409953
97.71241535346502,3.3611240345997295
103.53218432956626,3.531853238921065
109.69857978923841,3.7096959045959803
116.2322468679853,3.894789625893257
123.15506032928262,4.087258196820084
130.4901978014403,4.287209816997208
138.26221737646563,4.4947352565694985
146.49713983072863,4.709905997409098
155.2225357427048,4.932772370413074
164.46761779946644,5.1633617111858126
174.26333860096508,5.4016765587536355
184.64249428955443,5.647692924102568
195.63983435170647,5.901358657170261
207.29217795953718,6.162591942366434
219.6385372416547,6.431279953648108
232.72024789604097,6.707277700544475
246.5811075822604,6.990407096226412
261.2675225563329,7.280456277674002
276.8286630392067,7.577179206154536
293.3166278390045,7.880295573547524
310.7866187782014,8.189491036531413
329.29712550971516,8.504417796297748
348.9101213406774,8.824695536332975
369.6912707195028,9.149912724989964
391.71014908092604,9.479628283178009
415.04047578504765,9.813373610680085
439.7603609302721,10.150654957536233
465.9525668664682,10.490956119810265
493.7047852839004,10.833741432097606
523.1099308056264,11.178459022554783
554.2664520663108,11.524544290253061
587.2786613189483,11.871423559484313
622.2570836730231,12.218517861458128
659.3188271333548,12.565246790775472
698.5879746785249,12.911032382257485
740.1959996915645,13.255302953214272
784.2822061337682,13.597496857076212
830.9941949353396,13.93706609644865
880.4883581643464,14.273479747010963
932.9304026284686,14.60622714814139
988.4959046625586,14.934820821550078
1047.3708979594508,15.258799085356642
1109.752496412072,15.577728337745665
1175.849554052158,15.891204991356457
1245.883364295008,16.19885704669117
1320.0884008314194,16.5003452998494
1398.7131026472387,16.795364186622077
1482.02070579886,17.083642271235338
1570.2901247293776,17.36494239368315
1663.8168860761307,17.63906149451889
1762.914118095948,17.905830140113764
1867.9135990207847,18.165111774693568
1979.1668678535573,18.416801727922312
2097.046401323235,18.66082600843092
2221.946860939524,18.897139914532005
2354.28641432242,19.125726493481267
2494.5081352303164,19.346594880117113
2643.0814869741084,19.559778544622503
2800.503894183631,19.765333477597135
2967.3024081888725,19.96333633870112
3144.0354715915,20.153882592923484
3331.294787934677,20.33708465613053
3529.70730273065,20.513070069038932
3739.9373024788015,20.681979716210346
3962.6886387014783,20.843966104139383
4198.707084443914,20.99919171005856
4448.782831127585,21.14782741075359
4713.753134116729,21.290050998503222
4994.50511585514,21.426045789253173
5291.978735958447,21.555999326318418
5607.1699382054585,21.680102181290827
5941.133984965039,21.798546852411405
6294.988990221887,21.911526759444964
6669.9196630301285,22.019235333063087
7067.181273927491,22.12186519588787
7488.10385759003,22.2196074316619
7934.096665797492,22.31265093847465
8406.652885618334,22.401181861577715
8907.354638610439,22.485383101044746
9437.878277775391,22.565433889362588
10000.0,22.641509433962263
